kid,billable_serv_id,service_addr,type,rate_code,bill_date,consumpsum
307761,124667,975 GUISACHAN RD KELOWNA,W,555,2013-01-26,210
307773,109683,959 GUISACHAN RD KELOWNA,W,555,2013-01-26,933
308458,109660,1130 GUISACHAN RD KELOWNA,W,555,2013-01-26,316
308522,109699,950 GUY ST KELOWNA,W,555,2013-01-06,91
308585,122260,832 SUTHERLAND AVE  1 KELOWNA,W,555,2013-01-26,571
308597,122256,816 SUTHERLAND AVE KELOWNA,W,555,2013-01-26,489
308609,122258,828 SUTHERLAND AVE KELOWNA,W,555,2013-01-26,194
308611,121834,1308 SUTHERLAND AVE KELOWNA,W,555,2013-01-06,280
308635,122250,800 SUTHERLAND AVE KELOWNA,W,555,2013-01-26,157
308647,122254,808 SUTHERLAND AVE KELOWNA,W,555,2013-01-26,287
308650,121869,1358 SUTHERLAND AVE  MAIN KELOWNA,W,555,2013-01-06,362
308674,121835,1318 SUTHERLAND AVE  WTR KELOWNA,W,555,2013-01-06,211
308698,121860,1336 SUTHERLAND AVE KELOWNA,W,555,2013-01-06,199
308698,121862,1338 SUTHERLAND AVE KELOWNA,W,555,2013-01-06,453
308712,106578,1920 DUNN ST KELOWNA,W,555,2013-01-06,223
308736,121849,1328 SUTHERLAND AVE KELOWNA,W,555,2013-01-06,58
308748,122281,858 SUTHERLAND AVE KELOWNA,W,555,2013-01-26,242
308751,122214,732 SUTHERLAND AVE KELOWNA,W,555,2013-01-26,325
308763,122218,740 SUTHERLAND AVE KELOWNA,W,555,2013-01-26,188
308775,122220,744 SUTHERLAND AVE KELOWNA,W,555,2013-01-26,119
308787,122222,752 SUTHERLAND AVE KELOWNA,W,555,2013-01-26,244
308799,122226,758 SUTHERLAND AVE KELOWNA,W,555,2013-01-26,134
308801,122230,766 SUTHERLAND AVE KELOWNA,W,555,2013-01-26,310
308813,122234,772 SUTHERLAND AVE KELOWNA,W,555,2013-01-26,101
308825,122238,778 SUTHERLAND AVE KELOWNA,W,555,2013-01-26,394
308837,122242,786 SUTHERLAND AVE  HOUSE KELOWNA,W,555,2013-01-26,326
308849,122246,794 SUTHERLAND AVE  MAIN KELOWNA,W,555,2013-01-26,188
308852,122283,864 SUTHERLAND AVE KELOWNA,W,555,2013-01-26,228
308864,122279,848 SUTHERLAND AVE KELOWNA,W,555,2013-01-26,377
308940,122277,840 SUTHERLAND AVE KELOWNA,W,555,2013-01-26,172
309183,122199,637 SUTHERLAND AVE KELOWNA,W,555,2013-01-26,466
309195,122208,715 SUTHERLAND AVE  1 KELOWNA,W,581,2013-01-26,472
309207,122203,705 SUTHERLAND AVE KELOWNA,W,555,2013-01-26,388
309221,117884,319 QUEENSWAY KELOWNA,W,603,2013-01-06,4730
309548,110820,2300 HUNTER RD KELOWNA,W,600,2013-01-06,209
309548,110821,2300 HUNTER RD KELOWNA,W,609,2013-01-06,106
309575,110810,1404 HUNTER CRT KELOWNA,W,600,2013-01-06,221
309599,110822,2320 HUNTER RD KELOWNA,W,600,2013-01-06,194
309599,110823,2320 HUNTER RD KELOWNA,W,600,2013-01-06,68
309601,110796,809 HUBBARD RD KELOWNA,W,555,2013-01-26,624
309625,109663,1240 GUISACHAN RD KELOWNA,W,555,2013-01-26,453
309637,110814,1420 HUNTER CRT KELOWNA,W,602,2013-01-06,1327
309637,134730,1420 HUNTER CRT KELOWNA,W,670,2013-01-06,0
309649,110811,1414 HUNTER CRT KELOWNA,W,601,2013-01-06,1050
309652,103429,605 BUCK RD KELOWNA,W,555,2013-01-26,293
309664,110798,819 HUBBARD RD KELOWNA,W,555,2013-01-26,501
309676,109664,1250 GUISACHAN RD KELOWNA,W,555,2013-01-26,304
309688,108048,875 FULLER AVE KELOWNA,W,555,2013-01-16,470
310197,121761,1211 SUTHERLAND AVE KELOWNA,W,600,2013-01-06,82
310831,124925,2220 BURNETT ST KELOWNA,W,555,2013-01-26,193
310856,103764,2240 BURNETT ST KELOWNA,W,555,2013-01-26,331
310868,103768,2250 BURNETT ST KELOWNA,W,555,2013-01-26,203
310894,103630,370 BURNE AVE KELOWNA,W,555,2013-01-26,124
310906,103778,2270 BURNETT ST KELOWNA,W,555,2013-01-26,238
310918,103782,2281 BURNETT ST KELOWNA,W,555,2013-01-26,377
310920,103780,2271 BURNETT ST KELOWNA,W,555,2013-01-26,455
310932,103624,360 BURNE AVE KELOWNA,W,555,2013-01-26,31
310944,103770,2251 BURNETT ST KELOWNA,W,555,2013-01-26,370
310969,124720,2231 BURNETT ST KELOWNA,W,555,2013-01-26,135
310971,103774,2261 BURNETT ST KELOWNA,W,555,2013-01-26,181
310983,103750,2180 BURNETT ST KELOWNA,W,555,2013-01-26,178
310995,103634,380 BURNE AVE KELOWNA,W,555,2013-01-26,391
311009,124718,2170 BURNETT ST  WATER KELOWNA,W,555,2013-01-26,298
311023,103620,354 BURNE AVE KELOWNA,W,555,2013-01-26,224
311035,103744,2150 BURNETT ST KELOWNA,W,555,2013-01-26,155
311062,108070,937 FULLER AVE KELOWNA,W,555,2013-01-16,113
311074,122033,1467 SUTHERLAND AVE KELOWNA,W,601,2013-01-06,917
311074,185090,1467 SUTHERLAND AVE KELOWNA,W,601,2013-01-06,137
311086,108058,923 FULLER AVE KELOWNA,W,555,2013-01-16,512
311124,108064,931 FULLER AVE KELOWNA,W,555,2013-01-16,256
311151,108060,927 FULLER AVE KELOWNA,W,555,2013-01-16,341
311175,108086,965 FULLER AVE KELOWNA,W,555,2013-01-16,185
311187,108092,977 FULLER AVE KELOWNA,W,555,2013-01-16,151
311199,108096,985 FULLER AVE KELOWNA,W,555,2013-01-16,424
311201,108098,989 FULLER AVE KELOWNA,W,555,2013-01-16,197
311213,108104,993 FULLER AVE KELOWNA,W,555,2013-01-16,84
311225,108101,992 FULLER AVE KELOWNA,W,555,2013-01-16,69
311237,108100,990 FULLER AVE KELOWNA,W,555,2013-01-16,238
311249,108094,982 FULLER AVE KELOWNA,W,555,2013-01-16,115
311252,108090,974 FULLER AVE KELOWNA,W,555,2013-01-16,287
311264,108088,968 FULLER AVE KELOWNA,W,555,2013-01-16,204
311276,108084,964 FULLER AVE KELOWNA,W,555,2013-01-16,0
311288,108082,960 FULLER AVE KELOWNA,W,555,2013-01-16,123
311290,125482,956 FULLER AVE  MAIN KELOWNA,W,555,2013-01-16,261
311340,108066,932 FULLER AVE KELOWNA,W,555,2013-01-16,200
311353,108062,928 FULLER AVE KELOWNA,W,555,2013-01-16,113
311377,124678,922 FULLER AVE KELOWNA,W,555,2013-01-16,480
311389,108054,912 FULLER AVE KELOWNA,W,555,2013-01-16,489
311391,108051,906 FULLER AVE KELOWNA,W,555,2013-01-16,321
311643,122291,992 SUTHERLAND AVE KELOWNA,W,590,2013-01-06,317
311643,122292,994 SUTHERLAND AVE KELOWNA,W,590,2013-01-06,195
312138,106197,2769 CURTS ST KELOWNA,W,555,2013-01-16,384
312203,122816,3022 TUTT ST KELOWNA,W,600,2013-01-26,146
312278,106127,470 CURLEW DR KELOWNA,W,555,2013-01-16,551
312280,106129,472 CURLEW DR KELOWNA,W,555,2013-01-16,1035
312292,106131,474 CURLEW DR KELOWNA,W,555,2013-01-16,475
312304,106133,476 CURLEW DR KELOWNA,W,555,2013-01-16,451
312316,106125,468 CURLEW DR KELOWNA,W,555,2013-01-16,466
312328,106135,478 CURLEW DR KELOWNA,W,555,2013-01-16,439
312330,106137,480 CURLEW DR KELOWNA,W,555,2013-01-16,441
312342,106139,482 CURLEW DR KELOWNA,W,555,2013-01-16,400
312355,106141,484 CURLEW DR KELOWNA,W,555,2013-01-16,385
312367,106143,486 CURLEW DR KELOWNA,W,555,2013-01-16,617
312379,106145,488 CURLEW DR KELOWNA,W,555,2013-01-16,461
312381,106147,490 CURLEW DR KELOWNA,W,555,2013-01-16,820
312393,106123,466 CURLEW DR KELOWNA,W,555,2013-01-16,495
312405,106079,422 CURLEW DR KELOWNA,W,555,2013-01-16,337
312417,106121,464 CURLEW DR KELOWNA,W,555,2013-01-16,866
312429,106119,462 CURLEW DR KELOWNA,W,555,2013-01-16,501
312431,106151,497 CURLEW DR KELOWNA,W,555,2013-01-16,636
312443,106150,495 CURLEW DR KELOWNA,W,555,2013-01-16,103
312456,106149,493 CURLEW DR KELOWNA,W,555,2013-01-16,226
312468,106148,491 CURLEW DR KELOWNA,W,555,2013-01-16,400
312470,106146,489 CURLEW DR KELOWNA,W,555,2013-01-16,439
312482,106144,487 CURLEW DR KELOWNA,W,555,2013-01-16,452
312494,106142,485 CURLEW DR KELOWNA,W,555,2013-01-16,369
312506,106140,483 CURLEW DR KELOWNA,W,555,2013-01-16,469
312518,106138,481 CURLEW DR KELOWNA,W,555,2013-01-16,488
312532,106117,460 CURLEW DR KELOWNA,W,555,2013-01-16,497
312544,106083,426 CURLEW DR KELOWNA,W,555,2013-01-16,495
312557,106115,458 CURLEW DR KELOWNA,W,555,2013-01-16,365
312569,106085,428 CURLEW DR KELOWNA,W,555,2013-01-16,637
312571,106089,432 CURLEW DR KELOWNA,W,555,2013-01-16,354
312583,106087,430 CURLEW DR KELOWNA,W,555,2013-01-16,282
312607,106072,414 CURLEW DR KELOWNA,W,555,2013-01-16,317
312619,106093,436 CURLEW DR KELOWNA,W,555,2013-01-16,649
312621,106091,434 CURLEW DR KELOWNA,W,555,2013-01-16,561
312645,106113,456 CURLEW DR KELOWNA,W,555,2013-01-16,333
312658,106081,424 CURLEW DR KELOWNA,W,555,2013-01-16,434
312660,106069,410 CURLEW DR KELOWNA,W,555,2013-01-16,495
312672,112367,5145 LARK ST KELOWNA,W,555,2013-01-16,510
312684,106168,529 CURLEW DR KELOWNA,W,555,2013-01-16,331
312696,106172,537 CURLEW DR KELOWNA,W,555,2013-01-16,369
312708,106170,533 CURLEW DR KELOWNA,W,555,2013-01-16,634
312710,106111,454 CURLEW DR KELOWNA,W,555,2013-01-16,801
312722,106174,541 CURLEW DR KELOWNA,W,555,2013-01-16,449
312734,106096,440 CURLEW DR KELOWNA,W,555,2013-01-16,341
312746,106176,545 CURLEW DR KELOWNA,W,555,2013-01-16,342
312759,106095,438 CURLEW DR KELOWNA,W,555,2013-01-16,500
312761,106178,549 CURLEW DR KELOWNA,W,555,2013-01-16,496
312773,106181,553 CURLEW DR KELOWNA,W,555,2013-01-16,563
312785,106108,452 CURLEW DR KELOWNA,W,555,2013-01-16,285
312797,106106,450 CURLEW DR KELOWNA,W,555,2013-01-16,569
312809,106104,448 CURLEW DR KELOWNA,W,555,2013-01-16,427
312823,106073,416 CURLEW DR KELOWNA,W,555,2013-01-16,436
312835,106185,561 CURLEW DR KELOWNA,W,555,2013-01-16,893
312847,106183,557 CURLEW DR KELOWNA,W,555,2013-01-16,306
312850,106166,525 CURLEW DR KELOWNA,W,555,2013-01-16,656
312862,106102,446 CURLEW DR KELOWNA,W,555,2013-01-16,656
312874,106100,444 CURLEW DR KELOWNA,W,555,2013-01-16,376
312886,106184,560 CURLEW DR KELOWNA,W,555,2013-01-16,671
312898,106186,565 CURLEW DR KELOWNA,W,555,2013-01-16,701
312900,106182,556 CURLEW DR KELOWNA,W,555,2013-01-16,527
312912,106179,550 CURLEW DR KELOWNA,W,555,2013-01-16,834
312924,106180,552 CURLEW DR KELOWNA,W,555,2013-01-16,701
312936,106098,442 CURLEW DR KELOWNA,W,555,2013-01-16,550
312948,106161,516 CURLEW DR KELOWNA,W,555,2013-01-16,748
312951,106163,520 CURLEW DR KELOWNA,W,555,2013-01-16,740
312963,106165,524 CURLEW DR KELOWNA,W,555,2013-01-16,409
312975,106156,506 CURLEW DR KELOWNA,W,555,2013-01-16,433
312987,106157,508 CURLEW DR KELOWNA,W,555,2013-01-16,370
312999,106159,512 CURLEW DR KELOWNA,W,555,2013-01-16,999
313003,106077,420 CURLEW DR KELOWNA,W,555,2013-01-16,509
313015,106075,418 CURLEW DR KELOWNA,W,555,2013-01-16,531
313027,106175,544 CURLEW DR KELOWNA,W,555,2013-01-16,707
313039,106177,548 CURLEW DR KELOWNA,W,555,2013-01-16,736
313041,106167,528 CURLEW DR KELOWNA,W,555,2013-01-16,486
313054,106169,532 CURLEW DR KELOWNA,W,555,2013-01-16,820
313066,106171,536 CURLEW DR KELOWNA,W,555,2013-01-16,691
313078,106173,540 CURLEW DR KELOWNA,W,555,2013-01-16,137
313116,106134,477 CURLEW DR KELOWNA,W,555,2013-01-16,514
313128,106132,475 CURLEW DR KELOWNA,W,555,2013-01-16,584
313130,106130,473 CURLEW DR KELOWNA,W,555,2013-01-16,541
313142,106128,471 CURLEW DR KELOWNA,W,555,2013-01-16,470
313155,106126,469 CURLEW DR KELOWNA,W,555,2013-01-16,505
313167,106124,467 CURLEW DR KELOWNA,W,555,2013-01-16,536
313179,106122,465 CURLEW DR KELOWNA,W,555,2013-01-16,400
313181,106120,463 CURLEW DR KELOWNA,W,555,2013-01-16,604
313193,106118,461 CURLEW DR KELOWNA,W,555,2013-01-16,441
313205,106116,459 CURLEW DR KELOWNA,W,555,2013-01-16,224
313217,106155,505 CURLEW DR KELOWNA,W,555,2013-01-16,374
313229,106114,457 CURLEW DR KELOWNA,W,555,2013-01-16,552
313231,106112,455 CURLEW DR  1 KELOWNA,W,555,2013-01-16,375
313256,109679,919 GUISACHAN RD KELOWNA,W,601,2013-01-26,1120
313256,109680,919 GUISACHAN RD KELOWNA,W,601,2013-01-26,254
313268,106109,453 CURLEW DR  1 KELOWNA,W,555,2013-01-16,467
313270,106107,451 CURLEW DR KELOWNA,W,555,2013-01-16,240
313282,106105,449 CURLEW DR KELOWNA,W,555,2013-01-16,329
313294,106103,447 CURLEW DR KELOWNA,W,555,2013-01-16,354
313306,106101,445 CURLEW DR KELOWNA,W,555,2013-01-16,594
313318,106099,443 CURLEW DR KELOWNA,W,555,2013-01-16,472
313320,106158,509 CURLEW DR KELOWNA,W,555,2013-01-16,643
313332,106097,441 CURLEW DR KELOWNA,W,555,2013-01-16,552
313344,125465,439 CURLEW DR KELOWNA,W,555,2013-01-16,565
313357,106094,437 CURLEW DR KELOWNA,W,555,2013-01-16,666
313369,106092,435 CURLEW DR KELOWNA,W,555,2013-01-16,758
313371,106090,433 CURLEW DR KELOWNA,W,555,2013-01-16,351
313383,106088,431 CURLEW DR KELOWNA,W,555,2013-01-16,453
313395,106086,429 CURLEW DR KELOWNA,W,555,2013-01-16,670
313407,106084,427 CURLEW DR KELOWNA,W,555,2013-01-16,465
313421,106080,423 CURLEW DR KELOWNA,W,555,2013-01-16,750
313433,106160,513 CURLEW DR KELOWNA,W,555,2013-01-16,827
313445,106078,421 CURLEW DR KELOWNA,W,555,2013-01-16,729
313458,106076,419 CURLEW DR KELOWNA,W,555,2013-01-16,770
313460,106074,417 CURLEW DR KELOWNA,W,555,2013-01-16,638
313484,106071,413 CURLEW DR KELOWNA,W,555,2013-01-16,325
313496,106070,411 CURLEW DR KELOWNA,W,555,2013-01-16,419
313508,106068,409 CURLEW DR KELOWNA,W,555,2013-01-16,1073
313522,106060,357 CURLEW CRT KELOWNA,W,555,2013-01-16,542
313534,106058,351 CURLEW CRT KELOWNA,W,555,2013-01-16,490
313546,106162,517 CURLEW DR KELOWNA,W,555,2013-01-16,450
313559,106059,355 CURLEW CRT KELOWNA,W,555,2013-01-16,737
313561,166869,359 CURLEW CRT KELOWNA,W,555,2013-01-16,703
313573,106061,361 CURLEW CRT KELOWNA,W,555,2013-01-16,166
313585,106062,365 CURLEW CRT KELOWNA,W,555,2013-01-16,603
313597,106063,371 CURLEW CRT KELOWNA,W,555,2013-01-16,444
313609,106064,373 CURLEW CRT KELOWNA,W,555,2013-01-16,381
313611,106065,375 CURLEW CRT KELOWNA,W,555,2013-01-16,494
313623,106066,379 CURLEW CRT KELOWNA,W,555,2013-01-16,156
313650,106164,521 CURLEW DR KELOWNA,W,555,2013-01-16,712
313674,103652,619 BURNE AVE  MAIN KELOWNA,W,555,2013-01-26,209
313736,122244,789 SUTHERLAND AVE KELOWNA,W,555,2013-01-26,200
313748,122240,781 SUTHERLAND AVE KELOWNA,W,555,2013-01-26,303
313751,122228,759 SUTHERLAND AVE KELOWNA,W,555,2013-01-26,10
313763,122232,767 SUTHERLAND AVE KELOWNA,W,555,2013-01-26,247
313775,122236,773 SUTHERLAND AVE  WTR KELOWNA,W,555,2013-01-26,426
313801,103596,844 BULLOCK RD KELOWNA,W,555,2013-01-26,295
313813,103594,834 BULLOCK RD KELOWNA,W,555,2013-01-26,500
313825,103632,379 BURNE AVE KELOWNA,W,555,2013-01-26,112
313837,103792,1680 BURTCH RD  HOUSE KELOWNA,W,583,2013-01-06,11030
313837,131528,1680 BURTCH RD  HOUSE KELOWNA,W,589,2013-01-06,0
313852,124659,2660 CURTS ST  A KELOWNA,W,555,2013-01-16,363
313876,109665,1280 GUISACHAN RD KELOWNA,W,555,2013-01-26,247
313888,103628,369 BURNE AVE KELOWNA,W,555,2013-01-26,280
315123,108113,4624 FULLER RD KELOWNA,W,555,2013-01-26,825
315174,109677,1470 GUISACHAN PL KELOWNA,W,555,2013-01-26,496
315186,103879,2290 BURTCH RD KELOWNA,W,555,2013-01-26,467
315198,103878,2280 BURTCH RD KELOWNA,W,555,2013-01-26,695
315200,109668,1360 GUISACHAN RD KELOWNA,W,555,2013-01-26,463
315212,109678,1480 GUISACHAN PL KELOWNA,W,555,2013-01-26,273
315224,122053,504 SUTHERLAND AVE KELOWNA,W,600,2013-01-26,509
315287,103657,649 BURNE AVE KELOWNA,W,555,2013-01-26,230
315313,103655,637 BURNE AVE KELOWNA,W,555,2013-01-26,421
315390,122781,1220 TURRI AVE KELOWNA,W,555,2013-01-26,193
315402,122782,1224 TURRI AVE KELOWNA,W,555,2013-01-26,172
315414,122780,1216 TURRI AVE KELOWNA,W,555,2013-01-26,481
315426,103430,609 BUCK RD KELOWNA,W,555,2013-01-26,330
315438,110825,2330 HUNTER RD KELOWNA,W,600,2013-01-06,59
315440,103616,348 BURNE AVE KELOWNA,W,555,2013-01-26,186
315453,110827,2340 HUNTER RD KELOWNA,W,600,2013-01-06,1474
315489,122779,1213 TURRI AVE KELOWNA,W,555,2013-01-26,189
315491,122784,1229 TURRI AVE KELOWNA,W,555,2013-01-26,407
315503,122786,1233 TURRI AVE KELOWNA,W,555,2013-01-26,139
315515,122788,1237 TURRI AVE KELOWNA,W,555,2013-01-26,72
315527,122789,1240 TURRI AVE KELOWNA,W,555,2013-01-26,278
315539,122787,1236 TURRI AVE KELOWNA,W,555,2013-01-26,107
315541,122785,1232 TURRI AVE KELOWNA,W,555,2013-01-26,181
315554,122783,1228 TURRI AVE KELOWNA,W,555,2013-01-26,189
315566,122777,1205 TURRI AVE KELOWNA,W,555,2013-01-26,285
315580,122778,1209 TURRI AVE KELOWNA,W,555,2013-01-26,385
315592,103611,338 BURNE AVE KELOWNA,W,555,2013-01-26,322
315756,122060,534 SUTHERLAND AVE KELOWNA,W,583,2013-01-26,11630
317584,103739,882 BURNE AVE KELOWNA,W,590,2013-01-26,328
317584,103741,884 BURNE AVE KELOWNA,W,590,2013-01-26,276
317848,100874,998 AUGUSTA CRT KELOWNA,W,555,2013-01-06,989
317851,100867,993 AUGUSTA CRT KELOWNA,W,555,2013-01-06,186
317863,100871,997 AUGUSTA CRT KELOWNA,W,555,2013-01-06,293
317863,100872,997 AUGUSTA CRT KELOWNA,W,555,2013-01-06,203
317875,100868,994 AUGUSTA CRT KELOWNA,W,555,2013-01-06,614
317887,100865,990 AUGUSTA CRT KELOWNA,W,555,2013-01-06,458
317899,100861,986 AUGUSTA CRT KELOWNA,W,555,2013-01-06,233
317913,108044,861 FULLER AVE KELOWNA,W,555,2013-01-16,317
317913,108046,863 FULLER AVE KELOWNA,W,555,2013-01-16,121
317925,108042,860 FULLER AVE KELOWNA,W,555,2013-01-16,250
317949,108024,825 FULLER AVE KELOWNA,W,555,2013-01-16,249
317952,108016,808 FULLER AVE KELOWNA,W,555,2013-01-16,174
317964,108030,831 FULLER AVE KELOWNA,W,555,2013-01-16,0
317976,108034,843 FULLER AVE KELOWNA,W,555,2013-01-16,255
317988,108038,849 FULLER AVE KELOWNA,W,555,2013-01-16,395
317990,124796,855 FULLER AVE  WTR KELOWNA,W,555,2013-01-16,513
318004,108014,801 FULLER AVE  WTR KELOWNA,W,555,2013-01-16,303
318016,108026,826 FULLER AVE KELOWNA,W,555,2013-01-16,127
318028,108020,816 FULLER AVE KELOWNA,W,555,2013-01-16,310
318030,108018,809 FULLER AVE KELOWNA,W,555,2013-01-16,201
318042,108022,817 FULLER AVE KELOWNA,W,555,2013-01-16,238
318055,108032,836 FULLER AVE KELOWNA,W,555,2013-01-16,89
318067,108027,828 FULLER AVE KELOWNA,W,555,2013-01-16,238
318079,108036,844 FULLER AVE  MAIN KELOWNA,W,555,2013-01-16,411
318081,108040,852 FULLER AVE  WTR KELOWNA,W,555,2013-01-16,283
318220,121736,1127 SUTHERLAND AVE KELOWNA,W,555,2013-01-06,441
318321,110818,2281 HUNTER RD KELOWNA,W,601,2013-01-06,778
318333,103860,1949 BURTCH RD KELOWNA,W,555,2013-01-06,252
318333,125108,1947 BURTCH RD KELOWNA,W,555,2013-01-06,134
318372,121754,1191 SUTHERLAND AVE KELOWNA,W,600,2013-01-06,427
318384,121757,1197 SUTHERLAND AVE KELOWNA,W,600,2013-01-06,403
318396,121751,1177 SUTHERLAND AVE KELOWNA,W,600,2013-01-06,249
318687,100859,985 AUGUSTA CRT KELOWNA,W,555,2013-01-06,367
318699,100863,989 AUGUSTA CRT KELOWNA,W,555,2013-01-06,381
319362,110826,2333 HUNTER RD KELOWNA,W,600,2013-01-06,302
319386,110824,2323 HUNTER RD KELOWNA,W,600,2013-01-06,55
319412,122252,803 SUTHERLAND AVE  MAIN KELOWNA,W,555,2013-01-26,401
319424,122248,799 SUTHERLAND AVE KELOWNA,W,555,2013-01-26,235
319448,110806,864 HUBBARD RD KELOWNA,W,555,2013-01-26,610
319463,117889,1015 QUESNEL RD KELOWNA,W,555,2013-01-16,231
319475,117890,1019 QUESNEL RD KELOWNA,W,555,2013-01-16,278
319487,108108,4583 FULLER RD KELOWNA,W,555,2013-01-26,1795
319499,102784,715 BIRCH AVE KELOWNA,W,555,2013-01-16,271
319525,108109,4584 FULLER RD KELOWNA,W,555,2013-01-26,71
319549,107000,460 BUCKLAND AVE KELOWNA,W,582,2013-01-26,6067
319552,103622,359 BURNE AVE KELOWNA,W,555,2013-01-26,542
319564,103617,349 BURNE AVE KELOWNA,W,555,2013-01-26,347
319576,103626,363 BURNE AVE KELOWNA,W,555,2013-01-26,193
319590,117895,1059 QUESNEL RD KELOWNA,W,555,2013-01-16,1453
319602,117897,1089 QUESNEL RD KELOWNA,W,555,2013-01-16,207
319614,117896,1069 QUESNEL RD KELOWNA,W,555,2013-01-16,246
319626,117888,1009 QUESNEL RD KELOWNA,W,555,2013-01-16,279
319638,117887,1003 QUESNEL RD KELOWNA,W,555,2013-01-16,115
319691,103790,1620 BURTCH RD KELOWNA,W,583,2013-01-06,17590
319703,103877,2210 BURTCH RD KELOWNA,W,555,2013-01-26,405
319715,103876,2190 BURTCH RD KELOWNA,W,555,2013-01-26,236
319754,103875,2180 BURTCH RD KELOWNA,W,555,2013-01-26,328
319766,103873,2170 BURTCH RD KELOWNA,W,555,2013-01-26,360
319778,103872,2160 BURTCH RD KELOWNA,W,555,2013-01-26,207
319780,103871,2150 BURTCH RD KELOWNA,W,555,2013-01-26,337
319792,103870,2140 BURTCH RD KELOWNA,W,555,2013-01-26,143
319816,103866,2120 BURTCH RD KELOWNA,W,555,2013-01-26,240
319828,103865,2110 BURTCH RD KELOWNA,W,555,2013-01-26,410
319905,106195,2763 CURTS ST KELOWNA,W,555,2013-01-16,310
319943,103604,874 BULLOCK RD KELOWNA,W,555,2013-01-26,734
319956,103605,884 BULLOCK RD KELOWNA,W,555,2013-01-26,277
319968,103602,864 BULLOCK RD KELOWNA,W,556,2013-01-26,386
319970,103600,854 BULLOCK RD KELOWNA,W,555,2013-01-26,232
320008,103614,339 BURNE AVE KELOWNA,W,555,2013-01-26,645
320022,108116,4633 FULLER RD KELOWNA,W,555,2013-01-26,457
320061,108080,955 FULLER AVE KELOWNA,W,555,2013-01-16,314
320390,121828,1276 SUTHERLAND AVE KELOWNA,W,555,2013-01-06,143
320402,121784,1244 SUTHERLAND AVE  MAIN KELOWNA,W,555,2013-01-06,455
320414,121782,1232 SUTHERLAND AVE KELOWNA,W,555,2013-01-06,437
320426,121830,1288 SUTHERLAND AVE KELOWNA,W,555,2013-01-06,275
320438,121824,1254 SUTHERLAND AVE  MAIN KELOWNA,W,555,2013-01-06,770
320440,121826,1266 SUTHERLAND AVE KELOWNA,W,555,2013-01-06,221
320453,121832,1298 SUTHERLAND AVE KELOWNA,W,555,2013-01-06,74
321113,103857,1930 BURTCH RD KELOWNA,W,590,2013-01-06,243
321113,103859,1932 BURTCH RD KELOWNA,W,590,2013-01-06,277
321265,122737,4253 TURNER RD KELOWNA,W,555,2013-01-26,714
321291,122760,729 TURNER RD KELOWNA,W,555,2013-01-26,78
321303,122762,735 TURNER RD KELOWNA,W,555,2013-01-26,318
321315,122739,4264 TURNER RD KELOWNA,W,555,2013-01-26,387
321327,122741,4274 TURNER RD KELOWNA,W,555,2013-01-26,126
321339,122769,759 TURNER RD KELOWNA,W,555,2013-01-26,627
321341,122768,753 TURNER RD KELOWNA,W,555,2013-01-26,430
321354,122766,747 TURNER RD KELOWNA,W,555,2013-01-26,458
321366,122738,4263 TURNER RD KELOWNA,W,555,2013-01-26,668
321378,122764,741 TURNER RD KELOWNA,W,555,2013-01-26,486
321380,122740,4273 TURNER RD KELOWNA,W,555,2013-01-26,152
321404,122772,771 TURNER RD KELOWNA,W,555,2013-01-26,503
321442,122765,744 TURNER RD KELOWNA,W,555,2013-01-26,397
321455,122763,738 TURNER RD KELOWNA,W,555,2013-01-26,501
321467,122761,732 TURNER RD KELOWNA,W,555,2013-01-26,467
321479,122759,726 TURNER RD KELOWNA,W,555,2013-01-26,582
321481,122758,720 TURNER RD KELOWNA,W,555,2013-01-26,291
321493,122770,765 TURNER RD KELOWNA,W,555,2013-01-26,414
321505,122048,1579 SUTHERLAND AVE  1591 KELOWNA,W,600,2013-01-06,931
321556,103485,510 BUCKLAND AVE  HOUSE KELOWNA,W,582,2013-01-26,7334
321582,103433,624 BUCK RD KELOWNA,W,555,2013-01-26,533
321594,103435,628 BUCK RD KELOWNA,W,555,2013-01-26,341
321606,122742,4283 TURNER RD KELOWNA,W,555,2013-01-26,411
321618,122767,750 TURNER RD KELOWNA,W,555,2013-01-26,284
321620,122734,756 TURNER CRT KELOWNA,W,555,2013-01-26,365
321632,122735,762 TURNER CRT KELOWNA,W,555,2013-01-26,573
321644,122771,768 TURNER RD KELOWNA,W,555,2013-01-26,322
321657,122773,774 TURNER RD KELOWNA,W,555,2013-01-26,321
321669,122774,780 TURNER RD KELOWNA,W,555,2013-01-26,365
321671,122775,786 TURNER RD KELOWNA,W,555,2013-01-26,386
321683,122776,792 TURNER RD KELOWNA,W,555,2013-01-26,324
321695,103432,620 BUCK RD KELOWNA,W,555,2013-01-26,593
321859,122289,925 SUTHERLAND AVE KELOWNA,W,555,2013-01-06,291
321861,122287,907 SUTHERLAND AVE KELOWNA,W,555,2013-01-06,421
321885,109669,1380 GUISACHAN RD KELOWNA,W,555,2013-01-26,560
321897,109676,1460 GUISACHAN PL KELOWNA,W,555,2013-01-26,374
321911,109670,1390 GUISACHAN PL KELOWNA,W,555,2013-01-26,192
321947,109672,1420 GUISACHAN PL KELOWNA,W,555,2013-01-26,288
321950,109673,1430 GUISACHAN PL KELOWNA,W,555,2013-01-26,994
321962,109674,1440 GUISACHAN PL KELOWNA,W,555,2013-01-26,308
