kid,billable_serv_id,service_addr,type,rate_code,bill_date,consumpsum
193716,106337,752 DEHART RD KELOWNA,W,555,2013-01-26,398
193781,102203,697 BERNARD AVE KELOWNA,W,602,2013-01-16,2740
193793,106339,762 DEHART RD KELOWNA,W,555,2013-01-26,281
193805,111387,1070 KELLY RD KELOWNA,W,555,2013-01-16,237
193817,111385,1050 KELLY RD KELOWNA,W,555,2013-01-16,325
193829,111384,1040 KELLY RD KELOWNA,W,555,2013-01-16,631
193831,111386,1060 KELLY RD KELOWNA,W,555,2013-01-16,393
193843,111388,1080 KELLY RD KELOWNA,W,555,2013-01-16,163
193868,101824,1335 BERNARD AVE KELOWNA,W,555,2013-01-06,387
193906,101861,1410 BERNARD AVE KELOWNA,W,555,2013-01-06,117
193918,101863,1420 BERNARD AVE KELOWNA,W,555,2013-01-06,109
193920,101865,1430 BERNARD AVE KELOWNA,W,555,2013-01-06,208
193932,101867,1440 BERNARD AVE KELOWNA,W,555,2013-01-06,207
193957,179433,3020 LEADER RD KELOWNA,W,555,2013-01-16,150
194112,101515,664 BERK CRT KELOWNA,W,555,2013-01-26,667
194124,101516,674 BERK CRT KELOWNA,W,555,2013-01-26,378
194136,102172,560 BERNARD AVE KELOWNA,W,602,2013-01-26,0
194175,179431,2899 LEADER RD KELOWNA,W,555,2013-01-16,290
194225,105157,5155 CHUTE LAKE RD KELOWNA,W,582,2013-01-16,2611
194377,106345,844 DEHART RD KELOWNA,W,555,2013-01-26,442
194389,106343,824 DEHART RD KELOWNA,W,555,2013-01-26,292
194391,124804,804 DEHART RD KELOWNA,W,555,2013-01-26,740
194403,113167,1576 LEASIDE AVE KELOWNA,W,555,2013-01-06,2187
195053,113516,815 LEON AVE KELOWNA,W,555,2013-01-06,164
195192,101140,1020 BARTHOLOMEW CRT KELOWNA,W,555,2013-01-26,684
195204,123906,4570 WESTRIDGE DR KELOWNA,W,555,2013-01-26,334
195216,123909,4590 WESTRIDGE DR KELOWNA,W,555,2013-01-26,1260
195228,123908,4580 WESTRIDGE DR KELOWNA,W,555,2013-01-26,1134
195305,111390,1080 KELVIEW ST KELOWNA,W,555,2013-01-06,508
195317,113544,928 LEON AVE KELOWNA,W,555,2013-01-06,328
195329,113546,930 LEON AVE KELOWNA,W,555,2013-01-06,128
195368,101830,1339 BERNARD AVE KELOWNA,W,555,2013-01-06,205
195368,101831,1343 BERNARD AVE KELOWNA,W,555,2013-01-06,476
195370,124789,1371 BERNARD AVE  WTR KELOWNA,W,555,2013-01-06,208
195444,106259,732 DEHART AVE KELOWNA,W,555,2013-01-06,399
195457,124837,744 DEHART AVE KELOWNA,W,555,2013-01-06,115
195457,124882,746 DEHART AVE KELOWNA,W,555,2013-01-06,310
195471,102340,916 BERNARD AVE KELOWNA,W,555,2013-01-16,291
195483,102336,906 BERNARD AVE KELOWNA,W,555,2013-01-16,358
195519,101374,383 BEACH AVE KELOWNA,W,555,2013-01-16,196
195521,101948,211 BERNARD AVE KELOWNA,W,601,2013-01-16,1115
195533,101360,349 BEACH AVE KELOWNA,W,555,2013-01-16,294
195545,101362,355 BEACH AVE KELOWNA,W,555,2013-01-16,143
195596,104782,539 CENTRAL AVE KELOWNA,W,555,2013-01-26,545
195608,104786,563 CENTRAL AVE  MAIN KELOWNA,W,555,2013-01-26,392
195622,104784,551 CENTRAL AVE KELOWNA,W,555,2013-01-26,386
195634,104802,599 CENTRAL AVE KELOWNA,W,555,2013-01-26,189
195646,104798,589 CENTRAL AVE KELOWNA,W,555,2013-01-26,109
195659,104792,575 CENTRAL AVE KELOWNA,W,555,2013-01-26,223
195661,104779,525 CENTRAL AVE  WTR KELOWNA,W,555,2013-01-26,328
195673,104777,513 CENTRAL AVE KELOWNA,W,555,2013-01-26,480
195685,101834,1344 BERNARD AVE KELOWNA,W,555,2013-01-06,565
195697,101826,1336 BERNARD AVE KELOWNA,W,555,2013-01-06,517
195697,101828,1338 BERNARD AVE KELOWNA,W,555,2013-01-06,342
195711,185193,1494 BERNARD AVE  DUGG KELOWNA,W,693,2013-01-06,1402
195723,113161,1540 LEASIDE AVE KELOWNA,W,555,2013-01-06,79
195723,113163,1542 LEASIDE AVE KELOWNA,W,555,2013-01-06,295
195747,113157,1535 LEASIDE AVE  WTR KELOWNA,W,555,2013-01-06,766
195750,113165,1545 LEASIDE AVE KELOWNA,W,555,2013-01-06,365
195762,113288,537 LEON AVE KELOWNA,W,602,2013-01-16,2537
195762,135730,537 LEON AVE KELOWNA,W,670,2013-01-16,0
195836,113156,1530 LEASIDE AVE KELOWNA,W,555,2013-01-06,281
195848,102543,1425 BERTRAM ST KELOWNA,W,583,2013-01-26,10995
195848,130968,1425 BERTRAM ST KELOWNA,W,589,2013-01-26,0
195913,106316,604 DEHART RD KELOWNA,W,555,2013-01-26,243
195925,167329,4399 LAKESHORE RD KELOWNA,W,555,2013-01-26,476
195952,106317,614 DEHART RD KELOWNA,W,555,2013-01-26,72
195964,106320,624 DEHART RD KELOWNA,W,555,2013-01-26,430
195976,106319,620 DEHART RD KELOWNA,W,555,2013-01-26,315
196030,101459,1355 BELAIRE AVE KELOWNA,W,555,2013-01-06,377
196042,113148,1510 LEASIDE AVE KELOWNA,W,555,2013-01-06,281
196055,113153,1525 LEASIDE AVE KELOWNA,W,555,2013-01-06,552
196067,113150,1515 LEASIDE AVE KELOWNA,W,555,2013-01-06,132
196079,113146,1505 LEASIDE AVE KELOWNA,W,555,2013-01-06,300
196081,113142,1495 LEASIDE AVE KELOWNA,W,555,2013-01-06,341
196093,113140,1485 LEASIDE AVE KELOWNA,W,555,2013-01-06,210
196129,123768,670 WELKE RD KELOWNA,W,555,2013-01-26,497
196131,123766,660 WELKE RD KELOWNA,W,555,2013-01-26,339
196143,123764,650 WELKE RD KELOWNA,W,555,2013-01-26,580
196156,113152,1520 LEASIDE AVE KELOWNA,W,555,2013-01-06,91
196168,123760,640 WELKE RD KELOWNA,W,555,2013-01-26,547
196182,101372,377 BEACH AVE KELOWNA,W,555,2013-01-16,149
196194,101367,367 BEACH AVE KELOWNA,W,555,2013-01-16,132
196218,101370,376 BEACH AVE KELOWNA,W,555,2013-01-16,399
196220,101364,360 BEACH AVE KELOWNA,W,555,2013-01-16,236
196459,122386,266 TERRACE DR KELOWNA,W,555,2013-01-16,44
196461,122384,262 TERRACE DR KELOWNA,W,555,2013-01-16,201
196473,122382,258 TERRACE DR KELOWNA,W,555,2013-01-16,180
196600,113189,1632 LEASIDE AVE KELOWNA,W,555,2013-01-06,550
196701,113187,1628 LEASIDE AVE KELOWNA,W,555,2013-01-06,240
196725,122385,263 TERRACE DR KELOWNA,W,555,2013-01-16,234
196737,122374,247 TERRACE DR KELOWNA,W,555,2013-01-16,238
196749,122379,254 TERRACE DR KELOWNA,W,555,2013-01-16,207
196752,122377,252 TERRACE DR KELOWNA,W,555,2013-01-16,169
196764,122375,248 TERRACE DR KELOWNA,W,555,2013-01-16,224
196776,122387,267 TERRACE DR KELOWNA,W,555,2013-01-16,267
196788,122380,256 TERRACE DR KELOWNA,W,555,2013-01-16,222
196790,122383,261 TERRACE DR KELOWNA,W,555,2013-01-16,233
196802,122376,251 TERRACE DR KELOWNA,W,555,2013-01-16,596
196814,122381,257 TERRACE DR KELOWNA,W,555,2013-01-16,242
196826,122378,253 TERRACE DR KELOWNA,W,555,2013-01-16,120
197083,111091,544 KEITH RD KELOWNA,W,555,2013-01-26,283
197095,111089,534 KEITH RD KELOWNA,W,555,2013-01-26,168
197121,111087,524 KEITH RD KELOWNA,W,555,2013-01-26,689
197133,111085,514 KEITH RD KELOWNA,W,555,2013-01-26,182
197145,111086,519 KEITH RD KELOWNA,W,555,2013-01-26,560
197160,111088,529 KEITH RD KELOWNA,W,555,2013-01-26,111
197350,179432,3010 LEADER RD KELOWNA,W,555,2013-01-16,144
198248,122983,1685 UFTON CRT KELOWNA,W,582,2013-01-06,7282
199531,185667,4676 BELLEVUE RD KELOWNA,W,555,2013-01-26,237
199606,105052,477 CHRISTLETON AVE KELOWNA,W,555,2013-01-26,314
199669,122505,697 THORNELOE RD KELOWNA,W,555,2013-01-26,403
199683,104903,1878 CHANDLER ST KELOWNA,W,555,2013-01-06,409
199683,104907,1882 CHANDLER ST KELOWNA,W,555,2013-01-06,142
199695,104897,1862 CHANDLER ST KELOWNA,W,581,2013-01-06,1132
199758,104889,1839 CHANDLER ST KELOWNA,W,555,2013-01-06,397
199760,104886,1829 CHANDLER ST KELOWNA,W,600,2013-01-06,751
199772,104882,1822 CHANDLER ST KELOWNA,W,555,2013-01-06,437
199772,104884,1826 CHANDLER ST KELOWNA,W,555,2013-01-06,684
199950,185390,4855 CHUTE LAKE RD KELOWNA,W,682,2013-01-16,3586
200016,105127,5095 CHUTE LAKE CRES KELOWNA,W,555,2013-01-16,800
200028,120210,494 SHEILA CRES KELOWNA,W,555,2013-01-16,814
200030,105125,5065 CHUTE LAKE CRES KELOWNA,W,555,2013-01-16,304
200042,105126,5085 CHUTE LAKE CRES KELOWNA,W,555,2013-01-16,501
200067,105133,5135 CHUTE LAKE CRES KELOWNA,W,555,2013-01-16,686
200079,120208,492 SHEILA CRES KELOWNA,W,555,2013-01-16,95
200081,120206,490 SHEILA CRES KELOWNA,W,555,2013-01-16,236
200093,120205,488 SHEILA CRES KELOWNA,W,555,2013-01-16,119
200105,105129,5115 CHUTE LAKE CRES KELOWNA,W,555,2013-01-16,402
200117,120211,495 SHEILA CRES KELOWNA,W,555,2013-01-16,186
200129,120207,491 SHEILA CRES KELOWNA,W,555,2013-01-16,1431
200143,105130,5125 CHUTE LAKE CRES KELOWNA,W,555,2013-01-16,341
200156,120209,493 SHEILA CRES KELOWNA,W,555,2013-01-16,702
200333,104932,1400 CHERRY CRES E KELOWNA,W,555,2013-01-06,482
200333,165964,1398 CHERRY CRES E KELOWNA,W,555,2013-01-06,208
200358,104891,1840 CHANDLER ST KELOWNA,W,590,2013-01-06,202
200358,104893,1850 CHANDLER ST KELOWNA,W,590,2013-01-06,230
200396,104946,1395 CHERRY CRES W KELOWNA,W,555,2013-01-06,396
200408,104942,1380 CHERRY CRES W KELOWNA,W,555,2013-01-06,353
200410,104948,1396 CHERRY CRES W KELOWNA,W,555,2013-01-06,56
200422,104944,1388 CHERRY CRES W KELOWNA,W,555,2013-01-06,232
200434,104949,1405 CHERRY CRES W KELOWNA,W,555,2013-01-06,304
200459,104952,1406 CHERRY CRES W KELOWNA,W,555,2013-01-06,443
200461,105036,452 CHRISTLETON AVE KELOWNA,W,555,2013-01-26,237
200523,105163,5263 CHUTE LAKE RD KELOWNA,W,555,2013-01-16,1425
200535,105162,5259 CHUTE LAKE RD KELOWNA,W,555,2013-01-16,403
200547,104917,2384 CHAROLAIS RD KELOWNA,W,555,2013-01-26,275
200550,104915,2374 CHAROLAIS RD KELOWNA,W,555,2013-01-26,316
200574,105166,440 TRUMPETER RD KELOWNA,W,555,2013-01-16,305
200598,105167,438 TRUMPETER RD KELOWNA,W,555,2013-01-16,276
200600,105054,480 CHRISTLETON AVE KELOWNA,W,555,2013-01-26,373
200612,105076,595 CHRISTLETON AVE KELOWNA,W,555,2013-01-26,290
200624,105072,589 CHRISTLETON AVE  MAIN KELOWNA,W,555,2013-01-26,259
200636,184638,567 CHRISTLETON AVE  WTR KELOWNA,W,555,2013-01-26,323
200648,105101,681 CHRISTLETON AVE KELOWNA,W,555,2013-01-26,266
200651,105060,543 CHRISTLETON AVE  MAIN KELOWNA,W,555,2013-01-26,219
200663,105078,605 CHRISTLETON AVE  MAIN KELOWNA,W,555,2013-01-26,841
200675,105084,617 CHRISTLETON AVE KELOWNA,W,555,2013-01-26,197
200687,105056,529 CHRISTLETON AVE KELOWNA,W,555,2013-01-26,304
200699,105058,534 CHRISTLETON AVE KELOWNA,W,555,2013-01-26,293
200701,105063,544 CHRISTLETON AVE KELOWNA,W,555,2013-01-26,435
200713,105065,560 CHRISTLETON AVE KELOWNA,W,651,2013-11-26,0
200725,105069,580 CHRISTLETON AVE KELOWNA,W,555,2013-01-26,271
200737,105091,643 CHRISTLETON AVE KELOWNA,W,555,2013-01-26,262
200749,125583,629 CHRISTLETON AVE KELOWNA,W,555,2013-01-26,263
200752,105093,661 CHRISTLETON AVE  WTR KELOWNA,W,555,2013-01-26,293
200764,105074,592 CHRISTLETON AVE KELOWNA,W,555,2013-01-26,382
200776,105099,675 CHRISTLETON AVE KELOWNA,W,555,2013-01-26,138
200788,124700,606 CHRISTLETON AVE KELOWNA,W,555,2013-01-26,26
200790,105082,616 CHRISTLETON AVE KELOWNA,W,555,2013-01-26,328
200802,105104,682 CHRISTLETON AVE KELOWNA,W,555,2013-01-26,366
200814,105086,628 CHRISTLETON AVE KELOWNA,W,555,2013-01-26,287
200826,105089,642 CHRISTLETON AVE KELOWNA,W,555,2013-01-26,406
200838,105095,662 CHRISTLETON AVE KELOWNA,W,555,2013-01-26,83
200840,105097,672 CHRISTLETON AVE KELOWNA,W,555,2013-01-26,308
200992,122391,1670 THAYER CRT  1692 KELOWNA,W,582,2013-01-06,2624
201095,105135,5185 CHUTE LAKE CRES KELOWNA,W,590,2013-01-16,484
201095,105136,5187 CHUTE LAKE CRES KELOWNA,W,590,2013-01-16,335
201121,105018,412 CHRISTLETON AVE KELOWNA,W,555,2013-01-26,179
201133,105022,420 CHRISTLETON AVE KELOWNA,W,555,2013-01-26,375
201145,105016,406 CHRISTLETON AVE KELOWNA,W,555,2013-01-26,491
201158,105012,398 CHRISTLETON AVE KELOWNA,W,555,2013-01-26,118
201160,104924,1358 CHERRY CRES E KELOWNA,W,555,2013-01-06,162
201172,105147,526 HAWES CRT KELOWNA,W,555,2013-01-16,1009
201196,104962,1419 CHERRY CRES W KELOWNA,W,555,2013-01-06,484
201208,104958,1415 CHERRY CRES W KELOWNA,W,555,2013-01-06,111
201487,117480,1317 PHEASANT ST KELOWNA,W,555,2013-01-06,80
201499,117472,1301 PHEASANT ST KELOWNA,W,555,2013-01-06,137
201501,117475,1307 PHEASANT ST  WTR KELOWNA,W,555,2013-01-06,796
201513,117450,1251 PHEASANT ST KELOWNA,W,555,2013-01-06,273
201525,117454,1261 PHEASANT ST KELOWNA,W,555,2013-01-06,285
201537,117458,1271 PHEASANT ST KELOWNA,W,555,2013-01-06,380
201549,117462,1281 PHEASANT ST KELOWNA,W,555,2013-01-06,326
201552,117468,1291 PHEASANT ST KELOWNA,W,555,2013-01-06,104
201564,118185,2494 RHONDDA CRES KELOWNA,W,555,2013-01-26,334
201576,118187,2504 RHONDDA CRES KELOWNA,W,555,2013-01-26,333
201588,122493,641 THORNELOE RD KELOWNA,W,555,2013-01-26,283
201602,118183,2484 RHONDDA CRES KELOWNA,W,555,2013-01-26,425
201614,118193,2534 RHONDDA CRES KELOWNA,W,555,2013-01-26,343
201626,118192,2533 RHONDDA CRES KELOWNA,W,555,2013-01-26,251
201638,118196,2544 RHONDDA CRES KELOWNA,W,555,2013-01-26,122
201640,118181,2474 RHONDDA CRES KELOWNA,W,555,2013-01-26,343
201653,118191,2524 RHONDDA CRES KELOWNA,W,555,2013-01-26,340
201665,118190,2523 RHONDDA CRES KELOWNA,W,555,2013-01-26,248
201677,118175,2444 RHONDDA CRES KELOWNA,W,555,2013-01-26,290
201689,118189,2514 RHONDDA CRES KELOWNA,W,555,2013-01-26,232
201691,118179,2464 RHONDDA CRES KELOWNA,W,555,2013-01-26,543
201703,118177,2454 RHONDDA CRES KELOWNA,W,555,2013-01-26,330
201715,118194,2543 RHONDDA CRES KELOWNA,W,555,2013-01-26,121
201715,118195,2543 RHONDDA CRES KELOWNA,W,555,2013-01-26,517
201727,118186,2503 RHONDDA CRES KELOWNA,W,555,2013-01-26,84
201739,118188,2513 RHONDDA CRES KELOWNA,W,555,2013-01-26,235
201741,118198,2554 RHONDDA CRES KELOWNA,W,555,2013-01-26,573
201754,118173,2433 RHONDDA CRES KELOWNA,W,555,2013-01-26,230
201766,118206,2602 RHONDDA CRES KELOWNA,W,555,2013-01-26,485
201778,118204,2594 RHONDDA CRES KELOWNA,W,555,2013-01-26,254
201780,118203,2584 RHONDDA CRES KELOWNA,W,555,2013-01-26,319
201792,118202,2574 RHONDDA CRES KELOWNA,W,555,2013-01-26,272
201804,118200,2564 RHONDDA CRES KELOWNA,W,555,2013-01-26,246
201816,118172,2424 RHONDDA CRES KELOWNA,W,555,2013-01-26,449
201828,118197,2553 RHONDDA CRES KELOWNA,W,555,2013-01-26,322
201830,118176,2453 RHONDDA CRES KELOWNA,W,555,2013-01-26,382
201842,118184,2493 RHONDDA CRES KELOWNA,W,555,2013-01-26,554
201855,118174,2434 RHONDDA CRES KELOWNA,W,555,2013-01-26,250
201867,118178,2463 RHONDDA CRES KELOWNA,W,555,2013-01-26,309
201879,171555,2616 RHONDDA CRES KELOWNA,W,555,2013-01-26,517
201881,118208,2612 RHONDDA CRES KELOWNA,W,555,2013-01-26,282
201893,118180,2473 RHONDDA CRES KELOWNA,W,555,2013-01-26,290
201905,118210,2621 RHONDDA CRES KELOWNA,W,555,2013-01-26,348
201917,118199,2563 RHONDDA CRES KELOWNA,W,555,2013-01-26,315
201929,118182,2483 RHONDDA CRES KELOWNA,W,555,2013-01-26,221
201956,118201,2573 RHONDDA CRES KELOWNA,W,555,2013-01-26,369
201970,118205,2601 RHONDDA CRES KELOWNA,W,555,2013-01-26,307
201982,118207,2611 RHONDDA CRES KELOWNA,W,555,2013-01-26,352
201994,105010,392 CHRISTLETON AVE KELOWNA,W,555,2013-01-26,372
202008,105006,372 CHRISTLETON AVE KELOWNA,W,555,2013-01-26,119
202010,104996,334 CHRISTLETON AVE  HOUSE KELOWNA,W,555,2013-01-26,438
202022,105000,344 CHRISTLETON AVE KELOWNA,W,555,2013-01-26,0
202034,105002,354 CHRISTLETON AVE KELOWNA,W,555,2013-01-26,357
202046,105004,364 CHRISTLETON AVE KELOWNA,W,555,2013-01-26,901
202059,105008,382 CHRISTLETON AVE KELOWNA,W,555,2013-01-26,226
202061,105140,4910 CHUTE LAKE RD KELOWNA,W,555,2013-01-16,0
202073,105141,4870 CHUTE LAKE RD  B KELOWNA,W,555,2013-01-16,113
202097,104981,678 CHRISTIAN CRT KELOWNA,W,555,2013-01-26,533
202109,104983,686 CHRISTIAN CRT KELOWNA,W,555,2013-01-26,395
202111,104982,682 CHRISTIAN CRT KELOWNA,W,555,2013-01-26,698
202123,104980,674 CHRISTIAN CRT KELOWNA,W,555,2013-01-26,145
202135,105168,5291 CHUTE LAKE RD KELOWNA,W,555,2013-01-16,1462
202147,105169,5299 HEDEMAN CRT KELOWNA,W,651,2013-08-16,0
202162,105132,5130 CHUTE LAKE CRES KELOWNA,W,555,2013-01-16,711
202186,105131,5126 CHUTE LAKE CRES KELOWNA,W,555,2013-01-16,509
202198,184590,5160 CHUTE LAKE RD  FHall KELOWNA,W,694,2013-01-16,2203
202198,185577,5160 CHUTE LAKE RD  FHall KELOWNA,W,600,2013-01-16,50
202212,104936,1410 CHERRY CRES E KELOWNA,W,555,2013-01-06,189
202236,105137,5213 CHUTE LAKE CRES KELOWNA,W,590,2013-01-16,74
202236,105138,5215 CHUTE LAKE CRES KELOWNA,W,590,2013-01-16,217
202287,105149,510 HAWES CRT KELOWNA,W,555,2013-01-16,729
202503,120219,618 SHERWOOD RD KELOWNA,W,555,2013-01-26,766
202515,120220,624 SHERWOOD RD KELOWNA,W,555,2013-01-26,341
202554,105025,428 CHRISTLETON AVE KELOWNA,W,555,2013-01-26,180
202566,105042,462 CHRISTLETON AVE KELOWNA,W,555,2013-01-26,509
202578,105050,474 CHRISTLETON AVE KELOWNA,W,555,2013-01-26,94
202630,120213,585 SHERWOOD RD KELOWNA,W,555,2013-01-26,396
202642,120212,575 SHERWOOD RD KELOWNA,W,555,2013-01-26,549
202869,105014,405 CHRISTLETON AVE KELOWNA,W,555,2013-01-26,520
202883,105028,429 CHRISTLETON AVE KELOWNA,W,555,2013-01-26,385
202919,118167,2385 RHONDDA CRES KELOWNA,W,555,2013-01-26,466
202921,118165,2375 RHONDDA CRES KELOWNA,W,555,2013-01-26,357
202960,120224,639 SHERWOOD RD KELOWNA,W,555,2013-01-26,330
202972,120226,649 SHERWOOD RD KELOWNA,W,555,2013-01-26,503
203000,104940,1421 CHERRY CRES E KELOWNA,W,555,2013-01-06,329
203024,104926,1373 CHERRY CRES E KELOWNA,W,555,2013-01-06,190
203036,104928,1381 CHERRY CRES E KELOWNA,W,555,2013-01-06,377
203048,104930,1397 CHERRY CRES E KELOWNA,W,555,2013-01-06,1011
203051,104934,1403 CHERRY CRES E KELOWNA,W,555,2013-01-06,301
203063,104938,1413 CHERRY CRES E KELOWNA,W,555,2013-01-06,229
203075,105114,1109 CHURCHILL RD KELOWNA,W,555,2013-01-06,452
203087,123781,858 WELLINGTON CRT KELOWNA,W,555,2013-01-06,51
203099,105116,1112 CHURCHILL RD KELOWNA,W,555,2013-01-06,361
203101,105112,1106 CHURCHILL RD KELOWNA,W,555,2013-01-06,144
203113,105118,1118 CHURCHILL RD KELOWNA,W,555,2013-01-06,780
203125,105108,834 CHURCHILL CRT KELOWNA,W,555,2013-01-06,737
203137,105110,841 CHURCHILL CRT KELOWNA,W,555,2013-01-06,654
203149,105106,833 CHURCHILL CRT KELOWNA,W,555,2013-01-06,461
203152,105120,1124 CHURCHILL RD KELOWNA,W,555,2013-01-06,521
203164,104998,343 CHRISTLETON AVE KELOWNA,W,555,2013-01-26,622
203176,122480,601 THORNELOE RD KELOWNA,W,555,2013-01-26,408
203188,122481,603 THORNELOE RD KELOWNA,W,555,2013-01-26,482
203202,118217,2629 RHONDDA CRES KELOWNA,W,555,2013-01-26,814
203214,118212,2624 RHONDDA CRES KELOWNA,W,555,2013-01-26,275
203226,118216,2628 RHONDDA CRES KELOWNA,W,555,2013-01-26,443
203238,118214,2626 RHONDDA CRES KELOWNA,W,555,2013-01-26,215
203240,118218,2630 RHONDDA CRES KELOWNA,W,555,2013-01-26,236
203253,118215,2627 RHONDDA CRES KELOWNA,W,555,2013-01-26,391
203265,118209,2620 RHONDDA CRES KELOWNA,W,555,2013-01-26,947
203277,118213,2625 RHONDDA CRES KELOWNA,W,555,2013-01-26,378
203289,118211,2622 RHONDDA CRES KELOWNA,W,555,2013-01-26,252
203291,118163,2365 RHONDDA CRES KELOWNA,W,555,2013-01-26,373
203303,118161,2325 RHONDDA CRES KELOWNA,W,555,2013-01-26,449
203315,104913,2310 CHAROLAIS RD KELOWNA,W,555,2013-01-26,239
203327,118156,2304 RHONDDA CRES KELOWNA,W,555,2013-01-26,545
203339,105121,5020 CHUTE LAKE CRES KELOWNA,W,555,2013-01-16,136
203341,105150,5030 CHUTE LAKE CRES KELOWNA,W,555,2013-01-16,357
203354,105145,4980 CHUTE LAKE RD KELOWNA,W,555,2013-01-16,186
203366,118169,2395 RHONDDA CRES KELOWNA,W,555,2013-01-26,445
203378,118170,2397 RHONDDA CRES KELOWNA,W,555,2013-01-26,194
203380,105148,5010 CHUTE LAKE RD KELOWNA,W,555,2013-01-16,67
203392,104920,2396 CHAROLAIS RD KELOWNA,W,555,2013-01-26,328
203404,104918,2390 CHAROLAIS RD KELOWNA,W,555,2013-01-26,81
203416,118168,2392 RHONDDA CRES KELOWNA,W,555,2013-01-26,282
203428,118171,2398 RHONDDA CRES KELOWNA,W,555,2013-01-26,427
203430,118164,2372 RHONDDA CRES KELOWNA,W,555,2013-01-26,470
203442,118166,2382 RHONDDA CRES KELOWNA,W,555,2013-01-26,818
203455,118157,2312 RHONDDA CRES KELOWNA,W,555,2013-01-26,454
203467,118159,2316 RHONDDA CRES KELOWNA,W,555,2013-01-26,226
203479,118160,2320 RHONDDA CRES KELOWNA,W,555,2013-01-26,229
203493,105122,5054 CHUTE LAKE CRES KELOWNA,W,555,2013-01-16,273
203517,105123,5058 CHUTE LAKE CRES KELOWNA,W,555,2013-01-16,525
203529,105142,4920 CHUTE LAKE RD KELOWNA,W,651,2013-01-16,182
203556,105144,4960 CHUTE LAKE RD KELOWNA,W,555,2013-01-16,554
203568,105038,453 CHRISTLETON AVE KELOWNA,W,555,2013-01-26,793
203911,122491,635 THORNELOE RD KELOWNA,W,555,2013-01-26,244
203923,122482,605 THORNELOE RD KELOWNA,W,555,2013-01-26,358
203935,122487,623 THORNELOE RD KELOWNA,W,555,2013-01-26,367
203947,122489,629 THORNELOE RD KELOWNA,W,555,2013-01-26,674
203950,122484,611 THORNELOE RD KELOWNA,W,555,2013-01-26,941
203998,104968,1427 CHERRY CRES W KELOWNA,W,555,2013-01-06,336
204002,104954,1411 CHERRY CRES W KELOWNA,W,555,2013-01-06,289
204014,104956,1412 CHERRY CRES W KELOWNA,W,555,2013-01-06,259
204026,104960,1418 CHERRY CRES W  MAIN KELOWNA,W,555,2013-01-06,227
204026,180134,1420 CHERRY CRES W KELOWNA,W,555,2013-01-06,428
204038,104964,1422 CHERRY CRES W KELOWNA,W,555,2013-01-06,243
204038,104965,1426 CHERRY CRES W KELOWNA,W,555,2013-01-06,267
204040,104974,1436 CHERRY CRES W KELOWNA,W,555,2013-01-06,343
204053,122496,654 THORNELOE RD KELOWNA,W,555,2013-01-26,444
204065,122495,648 THORNELOE RD KELOWNA,W,555,2013-01-26,565
204077,122494,642 THORNELOE RD KELOWNA,W,555,2013-01-26,334
204089,122492,636 THORNELOE RD KELOWNA,W,555,2013-01-26,202
204091,122504,696 THORNELOE RD KELOWNA,W,555,2013-01-26,856
204103,122490,630 THORNELOE RD KELOWNA,W,555,2013-01-26,376
204115,122486,618 THORNELOE RD KELOWNA,W,555,2013-01-26,349
204127,122488,624 THORNELOE RD KELOWNA,W,555,2013-01-26,799
204139,122502,690 THORNELOE RD KELOWNA,W,555,2013-01-26,173
204141,122501,684 THORNELOE RD KELOWNA,W,555,2013-01-26,261
204154,122499,678 THORNELOE RD KELOWNA,W,555,2013-01-26,268
204166,122498,672 THORNELOE RD KELOWNA,W,555,2013-01-26,544
204178,122483,606 THORNELOE RD KELOWNA,W,555,2013-01-26,222
204180,122485,612 THORNELOE RD KELOWNA,W,555,2013-01-26,171
204216,122479,600 THORNELOE RD KELOWNA,W,555,2013-01-26,540
204242,118162,2340 RHONDDA CRES KELOWNA,W,555,2013-01-26,553
204533,120225,644 SHERWOOD RD KELOWNA,W,555,2013-01-26,212
204798,106427,1343 DILWORTH CRES KELOWNA,W,555,2013-01-06,459
204800,106429,1355 DILWORTH CRES KELOWNA,W,555,2013-01-06,441
204824,106435,1377 DILWORTH CRES KELOWNA,W,555,2013-01-06,195
204836,106437,1383 DILWORTH CRES KELOWNA,W,555,2013-01-06,261
204848,106431,1363 DILWORTH CRES KELOWNA,W,555,2013-01-06,274
204851,106433,1369 DILWORTH CRES KELOWNA,W,555,2013-01-06,321
204863,106439,1391 DILWORTH CRES KELOWNA,W,555,2013-01-06,129
204875,124049,1682 WILLOW CRES  HOUSE KELOWNA,W,555,2013-01-06,405
204887,119070,1300 RIDGEWAY DR KELOWNA,W,555,2013-01-06,313
204899,110396,1719 HIGHLAND DR N KELOWNA,W,555,2013-01-06,393
204913,110392,1715 HIGHLAND DR N KELOWNA,W,555,2013-01-06,367
204937,110416,1736 HIGHLAND DR N KELOWNA,W,555,2013-01-06,329
204949,110414,1734 HIGHLAND DR N KELOWNA,W,555,2013-01-06,324
204952,110410,1730 HIGHLAND DR N KELOWNA,W,555,2013-01-06,140
204964,110406,1726 HIGHLAND DR N KELOWNA,W,555,2013-01-06,314
204976,110402,1722 HIGHLAND DR N KELOWNA,W,555,2013-01-06,346
204990,119066,1295 RIDGEWAY DR KELOWNA,W,555,2013-01-06,369
205029,113724,1958 LINDAHL ST KELOWNA,W,555,2013-01-06,74
